,2004-03-20 00:00:00,2004-03-20 06:00:00,2004-03-20 12:00:00,2004-03-20 18:00:00,2004-03-21 00:00:00,2004-03-21 06:00:00,2004-03-21 12:00:00,2004-03-21 18:00:00,2004-03-22 00:00:00,2004-03-22 06:00:00,2004-03-22 12:00:00,2004-03-22 18:00:00,2004-03-23 00:00:00,2004-03-23 06:00:00,2004-03-23 12:00:00,2004-03-23 18:00:00,2004-03-24 00:00:00,2004-03-24 06:00:00,2004-03-24 12:00:00,2004-03-24 18:00:00,2004-03-25 00:00:00,2004-03-25 06:00:00,2004-03-25 12:00:00,2004-03-25 18:00:00,2004-03-26 00:00:00,2004-03-26 06:00:00,2004-03-26 12:00:00,2004-03-26 18:00:00,2004-03-27 00:00:00,2004-03-27 06:00:00,2004-03-27 12:00:00,2004-03-27 18:00:00,2004-03-28 00:00:00,2004-03-28 06:00:00,2004-03-28 12:00:00,2004-03-28 18:00:00
10000.0,4.2901086891975624e-05,-4.762761018536085e-06,-2.9911981710295415e-05,-9.601689712730147e-05,-0.00014995712001189055,-0.00011196436819786758,-8.598765311085414e-05,-0.00010646300296070116,-0.00022484844179577744,-0.00019057026047743767,-2.5759459873691497e-05,-1.0211750920835117e-05,3.064562536448104e-05,-8.02746317278009e-06,2.62922035464222e-05,5.256448224668039e-06,1.851700594825401e-05,4.739619069024642e-06,4.9809098523717075e-05,2.9336541390130302e-05,1.0570584249092696e-05,-4.893166018420499e-06,2.2787241465973356e-05,2.4031822725147772e-05,-7.211958481879193e-06,-1.1431540949822603e-05,2.035022514118646e-05,-1.600165255134493e-05,-2.444935426976519e-07,-2.9774781242220164e-05,-8.029214684578847e-08,-3.7052480685914904e-05,-6.230828962606277e-05,-6.715453325778527e-05,-1.1543395063145996e-05,7.209765356471427e-05
15000.0,4.2901086891975624e-05,-4.762761018536085e-06,-2.9911981710295415e-05,-9.601689712730147e-05,-0.00014995712001189055,-0.00011196436819786758,-8.598765311085414e-05,-0.00010646300296070116,-0.00022484844179577744,-0.00019057026047743767,-2.5759459873691497e-05,-1.0211750920835117e-05,3.064562536448104e-05,-8.02746317278009e-06,2.62922035464222e-05,5.256448224668039e-06,1.851700594825401e-05,4.739619069024642e-06,4.9809098523717075e-05,2.9336541390130302e-05,1.0570584249092696e-05,-4.893166018420499e-06,2.2787241465973356e-05,2.4031822725147772e-05,-7.211958481879193e-06,-1.1431540949822603e-05,2.035022514118646e-05,-1.600165255134493e-05,-2.444935426976519e-07,-2.9774781242220164e-05,-8.029214684578847e-08,-3.7052480685914904e-05,-6.230828962606277e-05,-6.715453325778527e-05,-1.1543395063145996e-05,7.209765356471427e-05
20000.0,4.2901086891975624e-05,-4.762761018536085e-06,-2.9911981710295415e-05,-9.601689712730147e-05,-0.00014995712001189055,-0.00011196436819786758,-8.598765311085414e-05,-0.00010646300296070116,-0.00022484844179577744,-0.00019057026047743767,-2.5759459873691497e-05,-1.0211750920835117e-05,3.064562536448104e-05,-8.02746317278009e-06,2.62922035464222e-05,5.256448224668039e-06,1.851700594825401e-05,4.739619069024642e-06,4.9809098523717075e-05,2.9336541390130302e-05,1.0570584249092696e-05,-4.893166018420499e-06,2.2787241465973356e-05,2.4031822725147772e-05,-7.211958481879193e-06,-1.1431540949822603e-05,2.035022514118646e-05,-1.600165255134493e-05,-2.444935426976519e-07,-2.9774781242220164e-05,-8.029214684578847e-08,-3.7052480685914904e-05,-6.230828962606277e-05,-6.715453325778527e-05,-1.1543395063145996e-05,7.209765356471427e-05
25000.0,4.2901086891975624e-05,-4.762761018536085e-06,-2.9911981710295415e-05,-9.601689712730147e-05,-0.00014995712001189055,-0.00011196436819786758,-8.598765311085414e-05,-0.00010646300296070116,-0.00022484844179577744,-0.00019057026047743767,-2.5759459873691497e-05,-1.0211750920835117e-05,3.064562536448104e-05,-8.02746317278009e-06,2.62922035464222e-05,5.256448224668039e-06,1.851700594825401e-05,4.739619069024642e-06,4.9809098523717075e-05,2.9336541390130302e-05,1.0570584249092696e-05,-4.893166018420499e-06,2.2787241465973356e-05,2.4031822725147772e-05,-7.211958481879193e-06,-1.1431540949822603e-05,2.035022514118646e-05,-1.600165255134493e-05,-2.444935426976519e-07,-2.9774781242220164e-05,-8.029214684578847e-08,-3.7052480685914904e-05,-6.230828962606277e-05,-6.715453325778527e-05,-1.1543395063145996e-05,7.209765356471427e-05
30000.0,4.2901086891975624e-05,-4.762761018536085e-06,-2.9911981710295415e-05,-9.601689712730147e-05,-0.00014995712001189055,-0.00011196436819786758,-8.598765311085414e-05,-0.00010646300296070116,-0.00022484844179577744,-0.00019057026047743767,-2.5759459873691497e-05,-1.0211750920835117e-05,3.064562536448104e-05,-8.02746317278009e-06,2.62922035464222e-05,5.256448224668039e-06,1.851700594825401e-05,4.739619069024642e-06,4.9809098523717075e-05,2.9336541390130302e-05,1.0570584249092696e-05,-4.893166018420499e-06,2.2787241465973356e-05,2.4031822725147772e-05,-7.211958481879193e-06,-1.1431540949822603e-05,2.035022514118646e-05,-1.600165255134493e-05,-2.444935426976519e-07,-2.9774781242220164e-05,-8.029214684578847e-08,-3.7052480685914904e-05,-6.230828962606277e-05,-6.715453325778527e-05,-1.1543395063145996e-05,7.209765356471427e-05
40000.0,4.2901086891975624e-05,-4.762761018536085e-06,-2.9911981710295415e-05,-9.601689712730147e-05,-0.00014995712001189055,-0.00011196436819786758,-8.598765311085414e-05,-0.00010646300296070116,-0.00022484844179577744,-0.00019057026047743767,-2.5759459873691497e-05,-1.0211750920835117e-05,3.064562536448104e-05,-8.02746317278009e-06,2.62922035464222e-05,5.256448224668039e-06,1.851700594825401e-05,4.739619069024642e-06,4.9809098523717075e-05,2.9336541390130302e-05,1.0570584249092696e-05,-4.893166018420499e-06,2.2787241465973356e-05,2.4031822725147772e-05,-7.211958481879193e-06,-1.1431540949822603e-05,2.035022514118646e-05,-1.600165255134493e-05,-2.444935426976519e-07,-2.9774781242220164e-05,-8.029214684578847e-08,-3.7052480685914904e-05,-6.230828962606277e-05,-6.715453325778527e-05,-1.1543395063145996e-05,7.209765356471427e-05
50000.0,4.2901086891975624e-05,-4.762761018536085e-06,-2.9911981710295415e-05,-9.601689712730147e-05,-0.00014995712001189055,-0.00011196436819786758,-8.598765311085414e-05,-0.00010646300296070116,-0.00022484844179577744,-0.00019057026047743767,-2.5759459873691497e-05,-1.0211750920835117e-05,3.064562536448104e-05,-8.02746317278009e-06,2.62922035464222e-05,5.256448224668039e-06,1.851700594825401e-05,4.739619069024642e-06,4.9809098523717075e-05,2.9336541390130302e-05,1.0570584249092696e-05,-4.893166018420499e-06,2.2787241465973356e-05,2.4031822725147772e-05,-7.211958481879193e-06,-1.1431540949822603e-05,2.035022514118646e-05,-1.600165255134493e-05,-2.444935426976519e-07,-2.9774781242220164e-05,-8.029214684578847e-08,-3.7052480685914904e-05,-6.230828962606277e-05,-6.715453325778527e-05,-1.1543395063145996e-05,7.209765356471427e-05
60000.0,4.2901086891975624e-05,-4.762761018536085e-06,-2.9911981710295415e-05,-9.601689712730147e-05,-0.00014995712001189055,-0.00011196436819786758,-8.598765311085414e-05,-0.00010646300296070116,-0.00022484844179577744,-0.00019057026047743767,-2.5759459873691497e-05,-1.0211750920835117e-05,3.064562536448104e-05,-8.02746317278009e-06,2.62922035464222e-05,5.256448224668039e-06,1.851700594825401e-05,4.739619069024642e-06,4.9809098523717075e-05,2.9336541390130302e-05,1.0570584249092696e-05,-4.893166018420499e-06,2.2787241465973356e-05,2.4031822725147772e-05,-7.211958481879193e-06,-1.1431540949822603e-05,2.035022514118646e-05,-1.600165255134493e-05,-2.444935426976519e-07,-2.9774781242220164e-05,-8.029214684578847e-08,-3.7052480685914904e-05,-6.230828962606277e-05,-6.715453325778527e-05,-1.1543395063145996e-05,7.209765356471427e-05
70000.0,4.2901086891975624e-05,-4.762761018536085e-06,-2.9911981710295415e-05,-9.601689712730147e-05,-0.00014995712001189055,-0.00011196436819786758,-8.598765311085414e-05,-0.00010646300296070116,-0.00022484844179577744,-0.00019057026047743767,-2.5759459873691497e-05,-1.0211750920835117e-05,3.064562536448104e-05,-8.02746317278009e-06,2.62922035464222e-05,5.256448224668039e-06,1.851700594825401e-05,4.739619069024642e-06,4.9809098523717075e-05,2.9336541390130302e-05,1.0570584249092696e-05,-4.893166018420499e-06,2.2787241465973356e-05,2.4031822725147772e-05,-7.211958481879193e-06,-1.1431540949822603e-05,2.035022514118646e-05,-1.600165255134493e-05,-2.444935426976519e-07,-2.9774781242220164e-05,-8.029214684578847e-08,-3.7052480685914904e-05,-6.230828962606277e-05,-6.715453325778527e-05,-1.1543395063145996e-05,7.209765356471427e-05
85000.0,4.2901086891975624e-05,-4.762761018536085e-06,-2.9911981710295415e-05,-9.601689712730147e-05,-0.00014995712001189055,-0.00011196436819786758,-8.598765311085414e-05,-0.00010646300296070116,-0.00022484844179577744,-0.00019057026047743767,-2.5759459873691497e-05,-1.0211750920835117e-05,3.064562536448104e-05,-8.02746317278009e-06,2.62922035464222e-05,5.256448224668039e-06,1.851700594825401e-05,4.739619069024642e-06,4.9809098523717075e-05,2.9336541390130302e-05,1.0570584249092696e-05,-4.893166018420499e-06,2.2787241465973356e-05,2.4031822725147772e-05,-7.211958481879193e-06,-1.1431540949822603e-05,2.035022514118646e-05,-1.600165255134493e-05,-2.444935426976519e-07,-2.9774781242220164e-05,-8.029214684578847e-08,-3.7052480685914904e-05,-6.230828962606277e-05,-6.715453325778527e-05,-1.1543395063145996e-05,7.209765356471427e-05
